QuadName,Treatment,Group,year,spp,area,cover
E1 Q2,Control,E1,1999,HECO,NA,NA
E1 Q3,Control,E1,1999,HECO,NA,NA
E1 Q4,Control,E1,1999,HECO,NA,NA
E1 Q5,Control,E1,1999,HECO,NA,NA
E1 Q6,Control,E1,1999,HECO,NA,NA
P1 E1 Q1,Control,P1E1,1999,HECO,NA,NA
P1 E1 Q2,Control,P1E1,1999,HECO,NA,NA
P1 E1 Q3,Control,P1E1,1999,HECO,NA,NA
P1 E1 Q4,Control,P1E1,1999,HECO,NA,NA
P1 Q1,Control,P1,1999,HECO,NA,NA
P1 Q2,Control,P1,1999,HECO,NA,NA
P1 Q3,Control,P1,1999,HECO,NA,NA
P1 Q4,Control,P1,1999,HECO,NA,NA
P2 Q1,Control,P2,1999,HECO,NA,NA
P2 Q2,Control,P2,1999,HECO,NA,NA
P2 Q3,Control,P2,1999,HECO,NA,NA
P2 Q4,Control,P2,1999,HECO,NA,NA
P7 E1 Q1,Control,P7E1,1999,HECO,NA,NA
P7 E1 Q2,Control,P7E1,1999,HECO,NA,NA
P7 E1 Q3,Control,P7E1,1999,HECO,NA,NA
P7 E1 Q4,Control,P7E1,1999,HECO,NA,NA
P10 E1 Q1,Control,P10E1,1999,HECO,NA,NA
P10 E1 Q2,Control,P10E1,1999,HECO,NA,NA
P10 E1 Q3,Control,P10E1,1999,HECO,NA,NA
P10 E1 Q4,Control,P10E1,1999,HECO,NA,NA
X1,Irrigation,E1,1999,HECO,NA,NA
X2,Drought,E1,1999,HECO,NA,NA
X5,Drought,E1,1999,HECO,NA,NA
X6,Irrigation,E1,1999,HECO,NA,NA
X7,Irrigation,E1,1999,HECO,NA,NA
X8,Drought,E1,1999,HECO,NA,NA
X11,Drought,E1,1999,HECO,NA,NA
X12,Irrigation,E1,1999,HECO,NA,NA
X13,Drought,E1,1999,HECO,NA,NA
X14,Irrigation,E1,1999,HECO,NA,NA
X15,Drought,E1,1999,HECO,NA,NA
X16,Irrigation,E1,1999,HECO,NA,NA
X17,Drought,E1,1999,HECO,NA,NA
X18,Irrigation,E1,1999,HECO,NA,NA
X19,Irrigation,E1,1999,HECO,NA,NA
X20,Drought,E1,1999,HECO,NA,NA
E1 Q1,Control,E1,2000,HECO,NA,NA
E1 Q2,Control,E1,2000,HECO,NA,NA
E1 Q3,Control,E1,2000,HECO,NA,NA
E1 Q4,Control,E1,2000,HECO,NA,NA
E1 Q5,Control,E1,2000,HECO,NA,NA
E1 Q6,Control,E1,2000,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2000,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2000,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2000,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2000,HECO,NA,NA
P1 Q1,Control,P1,2000,HECO,NA,NA
P1 Q2,Control,P1,2000,HECO,NA,NA
P1 Q3,Control,P1,2000,HECO,NA,NA
P1 Q4,Control,P1,2000,HECO,NA,NA
P2 Q1,Control,P2,2000,HECO,NA,NA
P2 Q2,Control,P2,2000,HECO,NA,NA
P2 Q3,Control,P2,2000,HECO,NA,NA
P2 Q4,Control,P2,2000,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2000,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2000,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2000,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2000,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2000,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2000,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2000,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2000,HECO,NA,NA
X1,Irrigation,E1,2000,HECO,NA,NA
X2,Drought,E1,2000,HECO,NA,NA
X5,Drought,E1,2000,HECO,NA,NA
X6,Irrigation,E1,2000,HECO,NA,NA
X7,Irrigation,E1,2000,HECO,NA,NA
X8,Drought,E1,2000,HECO,NA,NA
X11,Drought,E1,2000,HECO,NA,NA
X12,Irrigation,E1,2000,HECO,NA,NA
X13,Drought,E1,2000,HECO,NA,NA
X14,Irrigation,E1,2000,HECO,NA,NA
X15,Drought,E1,2000,HECO,NA,NA
X16,Irrigation,E1,2000,HECO,NA,NA
X17,Drought,E1,2000,HECO,NA,NA
X18,Irrigation,E1,2000,HECO,NA,NA
X19,Irrigation,E1,2000,HECO,NA,NA
X20,Drought,E1,2000,HECO,NA,NA
E1 Q1,Control,E1,2001,HECO,NA,NA
E1 Q2,Control,E1,2001,HECO,NA,NA
E1 Q3,Control,E1,2001,HECO,NA,NA
E1 Q4,Control,E1,2001,HECO,NA,NA
E1 Q5,Control,E1,2001,HECO,NA,NA
E1 Q6,Control,E1,2001,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2001,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2001,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2001,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2001,HECO,NA,NA
P1 Q1,Control,P1,2001,HECO,NA,NA
P1 Q2,Control,P1,2001,HECO,NA,NA
P1 Q3,Control,P1,2001,HECO,NA,NA
P1 Q4,Control,P1,2001,HECO,NA,NA
P2 Q1,Control,P2,2001,HECO,NA,NA
P2 Q2,Control,P2,2001,HECO,NA,NA
P2 Q3,Control,P2,2001,HECO,NA,NA
P2 Q4,Control,P2,2001,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2001,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2001,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2001,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2001,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2001,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2001,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2001,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2001,HECO,NA,NA
X1,Irrigation,E1,2001,HECO,NA,NA
X2,Drought,E1,2001,HECO,NA,NA
X5,Drought,E1,2001,HECO,NA,NA
X6,Irrigation,E1,2001,HECO,NA,NA
X7,Irrigation,E1,2001,HECO,NA,NA
X8,Drought,E1,2001,HECO,NA,NA
X11,Drought,E1,2001,HECO,NA,NA
X12,Irrigation,E1,2001,HECO,NA,NA
X13,Drought,E1,2001,HECO,NA,NA
X14,Irrigation,E1,2001,HECO,NA,NA
X15,Drought,E1,2001,HECO,NA,NA
X16,Irrigation,E1,2001,HECO,NA,NA
X17,Drought,E1,2001,HECO,NA,NA
X18,Irrigation,E1,2001,HECO,NA,NA
X19,Irrigation,E1,2001,HECO,NA,NA
X20,Drought,E1,2001,HECO,NA,NA
E1 Q1,Control,E1,2002,HECO,NA,NA
E1 Q2,Control,E1,2002,HECO,NA,NA
E1 Q3,Control,E1,2002,HECO,NA,NA
E1 Q4,Control,E1,2002,HECO,NA,NA
E1 Q5,Control,E1,2002,HECO,NA,NA
E1 Q6,Control,E1,2002,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2002,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2002,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2002,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2002,HECO,NA,NA
P1 Q1,Control,P1,2002,HECO,NA,NA
P1 Q2,Control,P1,2002,HECO,NA,NA
P1 Q3,Control,P1,2002,HECO,NA,NA
P1 Q4,Control,P1,2002,HECO,NA,NA
P2 Q1,Control,P2,2002,HECO,NA,NA
P2 Q2,Control,P2,2002,HECO,NA,NA
P2 Q3,Control,P2,2002,HECO,NA,NA
P2 Q4,Control,P2,2002,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2002,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2002,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2002,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2002,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2002,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2002,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2002,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2002,HECO,NA,NA
X1,Irrigation,E1,2002,HECO,NA,NA
X2,Drought,E1,2002,HECO,NA,NA
X5,Drought,E1,2002,HECO,NA,NA
X6,Irrigation,E1,2002,HECO,NA,NA
X7,Irrigation,E1,2002,HECO,NA,NA
X8,Drought,E1,2002,HECO,NA,NA
X11,Drought,E1,2002,HECO,NA,NA
X12,Irrigation,E1,2002,HECO,NA,NA
X13,Drought,E1,2002,HECO,NA,NA
X14,Irrigation,E1,2002,HECO,NA,NA
X15,Drought,E1,2002,HECO,NA,NA
X16,Irrigation,E1,2002,HECO,NA,NA
X17,Drought,E1,2002,HECO,NA,NA
X18,Irrigation,E1,2002,HECO,NA,NA
X19,Irrigation,E1,2002,HECO,NA,NA
X20,Drought,E1,2002,HECO,NA,NA
E1 Q1,Control,E1,2003,HECO,NA,NA
E1 Q2,Control,E1,2003,HECO,NA,NA
E1 Q3,Control,E1,2003,HECO,NA,NA
E1 Q4,Control,E1,2003,HECO,NA,NA
E1 Q5,Control,E1,2003,HECO,NA,NA
E1 Q6,Control,E1,2003,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2003,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2003,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2003,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2003,HECO,NA,NA
P1 Q1,Control,P1,2003,HECO,NA,NA
P1 Q2,Control,P1,2003,HECO,NA,NA
P1 Q3,Control,P1,2003,HECO,NA,NA
P1 Q4,Control,P1,2003,HECO,NA,NA
P2 Q1,Control,P2,2003,HECO,NA,NA
P2 Q2,Control,P2,2003,HECO,NA,NA
P2 Q3,Control,P2,2003,HECO,NA,NA
P2 Q4,Control,P2,2003,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2003,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2003,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2003,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2003,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2003,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2003,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2003,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2003,HECO,NA,NA
X1,Irrigation,E1,2003,HECO,NA,NA
X2,Drought,E1,2003,HECO,NA,NA
X5,Drought,E1,2003,HECO,NA,NA
X6,Irrigation,E1,2003,HECO,NA,NA
X7,Irrigation,E1,2003,HECO,NA,NA
X8,Drought,E1,2003,HECO,NA,NA
X11,Drought,E1,2003,HECO,NA,NA
X12,Irrigation,E1,2003,HECO,NA,NA
X13,Drought,E1,2003,HECO,NA,NA
X14,Irrigation,E1,2003,HECO,NA,NA
X15,Drought,E1,2003,HECO,NA,NA
X16,Irrigation,E1,2003,HECO,NA,NA
X17,Drought,E1,2003,HECO,NA,NA
X18,Irrigation,E1,2003,HECO,NA,NA
X19,Irrigation,E1,2003,HECO,NA,NA
X20,Drought,E1,2003,HECO,NA,NA
E1 Q1,Control,E1,2004,HECO,NA,NA
E1 Q2,Control,E1,2004,HECO,NA,NA
E1 Q3,Control,E1,2004,HECO,NA,NA
E1 Q4,Control,E1,2004,HECO,NA,NA
E1 Q5,Control,E1,2004,HECO,NA,NA
E1 Q6,Control,E1,2004,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2004,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2004,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2004,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2004,HECO,NA,NA
P1 Q1,Control,P1,2004,HECO,NA,NA
P1 Q2,Control,P1,2004,HECO,NA,NA
P1 Q3,Control,P1,2004,HECO,NA,NA
P1 Q4,Control,P1,2004,HECO,NA,NA
P2 Q1,Control,P2,2004,HECO,NA,NA
P2 Q2,Control,P2,2004,HECO,NA,NA
P2 Q3,Control,P2,2004,HECO,NA,NA
P2 Q4,Control,P2,2004,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2004,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2004,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2004,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2004,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2004,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2004,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2004,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2004,HECO,NA,NA
X1,Irrigation,E1,2004,HECO,NA,NA
X2,Drought,E1,2004,HECO,NA,NA
X5,Drought,E1,2004,HECO,NA,NA
X6,Irrigation,E1,2004,HECO,NA,NA
X7,Irrigation,E1,2004,HECO,NA,NA
X8,Drought,E1,2004,HECO,NA,NA
X11,Drought,E1,2004,HECO,NA,NA
X12,Irrigation,E1,2004,HECO,NA,NA
X13,Drought,E1,2004,HECO,NA,NA
X14,Irrigation,E1,2004,HECO,NA,NA
X15,Drought,E1,2004,HECO,NA,NA
X16,Irrigation,E1,2004,HECO,NA,NA
X17,Drought,E1,2004,HECO,NA,NA
X18,Irrigation,E1,2004,HECO,NA,NA
X19,Irrigation,E1,2004,HECO,NA,NA
X20,Drought,E1,2004,HECO,NA,NA
E1 Q1,Control,E1,2005,HECO,NA,NA
E1 Q2,Control,E1,2005,HECO,NA,NA
E1 Q3,Control,E1,2005,HECO,NA,NA
E1 Q4,Control,E1,2005,HECO,NA,NA
E1 Q5,Control,E1,2005,HECO,NA,NA
E1 Q6,Control,E1,2005,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2005,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2005,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2005,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2005,HECO,NA,NA
P1 Q1,Control,P1,2005,HECO,NA,NA
P1 Q2,Control,P1,2005,HECO,NA,NA
P1 Q3,Control,P1,2005,HECO,NA,NA
P1 Q4,Control,P1,2005,HECO,NA,NA
P2 Q1,Control,P2,2005,HECO,NA,NA
P2 Q2,Control,P2,2005,HECO,NA,NA
P2 Q3,Control,P2,2005,HECO,NA,NA
P2 Q4,Control,P2,2005,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2005,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2005,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2005,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2005,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2005,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2005,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2005,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2005,HECO,NA,NA
X1,Irrigation,E1,2005,HECO,NA,NA
X2,Drought,E1,2005,HECO,NA,NA
X5,Drought,E1,2005,HECO,NA,NA
X6,Irrigation,E1,2005,HECO,NA,NA
X7,Irrigation,E1,2005,HECO,NA,NA
X8,Drought,E1,2005,HECO,NA,NA
X11,Drought,E1,2005,HECO,NA,NA
X12,Irrigation,E1,2005,HECO,NA,NA
X13,Drought,E1,2005,HECO,NA,NA
X14,Irrigation,E1,2005,HECO,NA,NA
X15,Drought,E1,2005,HECO,NA,NA
X16,Irrigation,E1,2005,HECO,NA,NA
X17,Drought,E1,2005,HECO,NA,NA
X18,Irrigation,E1,2005,HECO,NA,NA
X19,Irrigation,E1,2005,HECO,NA,NA
X20,Drought,E1,2005,HECO,NA,NA
E1 Q1,Control,E1,2006,HECO,NA,NA
E1 Q2,Control,E1,2006,HECO,NA,NA
E1 Q3,Control,E1,2006,HECO,NA,NA
E1 Q4,Control,E1,2006,HECO,NA,NA
E1 Q5,Control,E1,2006,HECO,NA,NA
E1 Q6,Control,E1,2006,HECO,NA,NA
P1 E1 Q1,Control,P1E1,2006,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2006,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2006,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2006,HECO,NA,NA
P1 Q1,Control,P1,2006,HECO,NA,NA
P1 Q2,Control,P1,2006,HECO,NA,NA
P1 Q3,Control,P1,2006,HECO,NA,NA
P1 Q4,Control,P1,2006,HECO,NA,NA
P2 Q1,Control,P2,2006,HECO,NA,NA
P2 Q2,Control,P2,2006,HECO,NA,NA
P2 Q3,Control,P2,2006,HECO,NA,NA
P2 Q4,Control,P2,2006,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2006,HECO,NA,NA
P7 E1 Q2,Control,P7E1,2006,HECO,NA,NA
P7 E1 Q3,Control,P7E1,2006,HECO,NA,NA
P7 E1 Q4,Control,P7E1,2006,HECO,NA,NA
P10 E1 Q1,Control,P10E1,2006,HECO,NA,NA
P10 E1 Q2,Control,P10E1,2006,HECO,NA,NA
P10 E1 Q3,Control,P10E1,2006,HECO,NA,NA
P10 E1 Q4,Control,P10E1,2006,HECO,NA,NA
X1,Irrigation,E1,2006,HECO,NA,NA
X2,Drought,E1,2006,HECO,NA,NA
X5,Drought,E1,2006,HECO,NA,NA
X6,Irrigation,E1,2006,HECO,NA,NA
X7,Irrigation,E1,2006,HECO,NA,NA
X8,Drought,E1,2006,HECO,NA,NA
X11,Drought,E1,2006,HECO,NA,NA
X12,Irrigation,E1,2006,HECO,NA,NA
X13,Drought,E1,2006,HECO,NA,NA
X14,Irrigation,E1,2006,HECO,NA,NA
X15,Drought,E1,2006,HECO,NA,NA
X16,Irrigation,E1,2006,HECO,NA,NA
X17,Drought,E1,2006,HECO,NA,NA
X18,Irrigation,E1,2006,HECO,NA,NA
X19,Irrigation,E1,2006,HECO,NA,NA
X20,Drought,E1,2006,HECO,NA,NA
E1 Q1,Control,E1,2007,HECO,0.04545744875183699,4.545744875183699
E1 Q2,Control,E1,2007,HECO,0,0
E1 Q3,Control,E1,2007,HECO,0,0
E1 Q4,Control,E1,2007,HECO,0.006392717802396001,0.6392717802396001
E1 Q5,Control,E1,2007,HECO,0.00173880202795,0.173880202795
E1 Q6,Control,E1,2007,HECO,0,0
P1 E1 Q1,Control,P1E1,2007,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2007,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2007,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2007,HECO,NA,NA
P1 Q1,Control,P1,2007,HECO,NA,NA
P1 Q2,Control,P1,2007,HECO,NA,NA
P1 Q3,Control,P1,2007,HECO,NA,NA
P1 Q4,Control,P1,2007,HECO,NA,NA
P2 Q1,Control,P2,2007,HECO,NA,NA
P2 Q2,Control,P2,2007,HECO,NA,NA
P2 Q3,Control,P2,2007,HECO,NA,NA
P2 Q4,Control,P2,2007,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2007,HECO,0.08522050390418699,8.522050390418698
P7 E1 Q2,Control,P7E1,2007,HECO,0.054948445321268996,5.4948445321268995
P7 E1 Q3,Control,P7E1,2007,HECO,0.013586316945775005,1.3586316945775005
P7 E1 Q4,Control,P7E1,2007,HECO,0.047869502816769986,4.786950281676998
P10 E1 Q1,Control,P10E1,2007,HECO,0.014370657396254009,1.437065739625401
P10 E1 Q2,Control,P10E1,2007,HECO,0.0037830526737660007,0.3783052673766001
P10 E1 Q3,Control,P10E1,2007,HECO,0,0
P10 E1 Q4,Control,P10E1,2007,HECO,0,0
X1,Irrigation,E1,2007,HECO,NA,NA
X2,Drought,E1,2007,HECO,NA,NA
X5,Drought,E1,2007,HECO,NA,NA
X6,Irrigation,E1,2007,HECO,NA,NA
X7,Irrigation,E1,2007,HECO,NA,NA
X8,Drought,E1,2007,HECO,NA,NA
X11,Drought,E1,2007,HECO,NA,NA
X12,Irrigation,E1,2007,HECO,NA,NA
X13,Drought,E1,2007,HECO,NA,NA
X14,Irrigation,E1,2007,HECO,NA,NA
X15,Drought,E1,2007,HECO,NA,NA
X16,Irrigation,E1,2007,HECO,NA,NA
X17,Drought,E1,2007,HECO,NA,NA
X18,Irrigation,E1,2007,HECO,NA,NA
X19,Irrigation,E1,2007,HECO,NA,NA
X20,Drought,E1,2007,HECO,NA,NA
E1 Q1,Control,E1,2008,HECO,0.037779159991015984,3.7779159991015985
E1 Q2,Control,E1,2008,HECO,0,0
E1 Q3,Control,E1,2008,HECO,0,0
E1 Q4,Control,E1,2008,HECO,0.004353984838978,0.4353984838978
E1 Q5,Control,E1,2008,HECO,0,0
E1 Q6,Control,E1,2008,HECO,0,0
P1 E1 Q1,Control,P1E1,2008,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2008,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2008,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2008,HECO,NA,NA
P1 Q1,Control,P1,2008,HECO,NA,NA
P1 Q2,Control,P1,2008,HECO,NA,NA
P1 Q3,Control,P1,2008,HECO,NA,NA
P1 Q4,Control,P1,2008,HECO,NA,NA
P2 Q1,Control,P2,2008,HECO,NA,NA
P2 Q2,Control,P2,2008,HECO,NA,NA
P2 Q3,Control,P2,2008,HECO,NA,NA
P2 Q4,Control,P2,2008,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2008,HECO,0.061004678969593974,6.1004678969593975
P7 E1 Q2,Control,P7E1,2008,HECO,0.03938097452427696,3.938097452427696
P7 E1 Q3,Control,P7E1,2008,HECO,0.009496331165857004,0.9496331165857004
P7 E1 Q4,Control,P7E1,2008,HECO,0.03754771491196796,3.7547714911967964
P10 E1 Q1,Control,P10E1,2008,HECO,0.025435342030580003,2.5435342030580004
P10 E1 Q2,Control,P10E1,2008,HECO,0.002114660248797,0.21146602487969998
P10 E1 Q3,Control,P10E1,2008,HECO,0,0
P10 E1 Q4,Control,P10E1,2008,HECO,0,0
X1,Irrigation,E1,2008,HECO,NA,NA
X2,Drought,E1,2008,HECO,NA,NA
X5,Drought,E1,2008,HECO,NA,NA
X6,Irrigation,E1,2008,HECO,NA,NA
X7,Irrigation,E1,2008,HECO,NA,NA
X8,Drought,E1,2008,HECO,NA,NA
X11,Drought,E1,2008,HECO,NA,NA
X12,Irrigation,E1,2008,HECO,NA,NA
X13,Drought,E1,2008,HECO,NA,NA
X14,Irrigation,E1,2008,HECO,NA,NA
X15,Drought,E1,2008,HECO,NA,NA
X16,Irrigation,E1,2008,HECO,NA,NA
X17,Drought,E1,2008,HECO,NA,NA
X18,Irrigation,E1,2008,HECO,NA,NA
X19,Irrigation,E1,2008,HECO,NA,NA
X20,Drought,E1,2008,HECO,NA,NA
E1 Q1,Control,E1,2009,HECO,0.03240936446867098,3.240936446867098
E1 Q2,Control,E1,2009,HECO,5e-5,0.005
E1 Q3,Control,E1,2009,HECO,0,0
E1 Q4,Control,E1,2009,HECO,0.001969616209177,0.1969616209177
E1 Q5,Control,E1,2009,HECO,0,0
E1 Q6,Control,E1,2009,HECO,2.5e-5,0.0025
P1 E1 Q1,Control,P1E1,2009,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2009,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2009,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2009,HECO,NA,NA
P1 Q1,Control,P1,2009,HECO,NA,NA
P1 Q2,Control,P1,2009,HECO,NA,NA
P1 Q3,Control,P1,2009,HECO,NA,NA
P1 Q4,Control,P1,2009,HECO,NA,NA
P2 Q1,Control,P2,2009,HECO,NA,NA
P2 Q2,Control,P2,2009,HECO,NA,NA
P2 Q3,Control,P2,2009,HECO,NA,NA
P2 Q4,Control,P2,2009,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2009,HECO,0.05606583923589198,5.606583923589198
P7 E1 Q2,Control,P7E1,2009,HECO,0.022117320688238025,2.2117320688238027
P7 E1 Q3,Control,P7E1,2009,HECO,0.007134730032396998,0.7134730032396998
P7 E1 Q4,Control,P7E1,2009,HECO,0.030901796970538006,3.0901796970538005
P10 E1 Q1,Control,P10E1,2009,HECO,0.018190259344515007,1.8190259344515007
P10 E1 Q2,Control,P10E1,2009,HECO,0.005954726799485999,0.5954726799485999
P10 E1 Q3,Control,P10E1,2009,HECO,0,0
P10 E1 Q4,Control,P10E1,2009,HECO,0,0
X1,Irrigation,E1,2009,HECO,NA,NA
X2,Drought,E1,2009,HECO,NA,NA
X5,Drought,E1,2009,HECO,NA,NA
X6,Irrigation,E1,2009,HECO,NA,NA
X7,Irrigation,E1,2009,HECO,NA,NA
X8,Drought,E1,2009,HECO,NA,NA
X11,Drought,E1,2009,HECO,NA,NA
X12,Irrigation,E1,2009,HECO,NA,NA
X13,Drought,E1,2009,HECO,NA,NA
X14,Irrigation,E1,2009,HECO,NA,NA
X15,Drought,E1,2009,HECO,NA,NA
X16,Irrigation,E1,2009,HECO,NA,NA
X17,Drought,E1,2009,HECO,NA,NA
X18,Irrigation,E1,2009,HECO,NA,NA
X19,Irrigation,E1,2009,HECO,NA,NA
X20,Drought,E1,2009,HECO,NA,NA
E1 Q1,Control,E1,2010,HECO,0.043574133840437,4.3574133840437
E1 Q2,Control,E1,2010,HECO,0,0
E1 Q3,Control,E1,2010,HECO,1e-4,0.01
E1 Q4,Control,E1,2010,HECO,0.002591899617455,0.25918996174549996
E1 Q5,Control,E1,2010,HECO,0,0
E1 Q6,Control,E1,2010,HECO,0,0
P1 E1 Q1,Control,P1E1,2010,HECO,NA,NA
P1 E1 Q2,Control,P1E1,2010,HECO,NA,NA
P1 E1 Q3,Control,P1E1,2010,HECO,NA,NA
P1 E1 Q4,Control,P1E1,2010,HECO,NA,NA
P1 Q1,Control,P1,2010,HECO,NA,NA
P1 Q2,Control,P1,2010,HECO,NA,NA
P1 Q3,Control,P1,2010,HECO,NA,NA
P1 Q4,Control,P1,2010,HECO,NA,NA
P2 Q1,Control,P2,2010,HECO,NA,NA
P2 Q2,Control,P2,2010,HECO,NA,NA
P2 Q3,Control,P2,2010,HECO,NA,NA
P2 Q4,Control,P2,2010,HECO,NA,NA
P7 E1 Q1,Control,P7E1,2010,HECO,0.044802544272085965,4.480254427208596
P7 E1 Q2,Control,P7E1,2010,HECO,0.01565459658777603,1.5654596587776028
P7 E1 Q3,Control,P7E1,2010,HECO,0.0018275940933480015,0.18275940933480014
P7 E1 Q4,Control,P7E1,2010,HECO,0.03058699117833501,3.058699117833501
P10 E1 Q1,Control,P10E1,2010,HECO,0.020501080130372003,2.0501080130372005
P10 E1 Q2,Control,P10E1,2010,HECO,0.00405319218755,0.40531921875499993
P10 E1 Q3,Control,P10E1,2010,HECO,0,0
P10 E1 Q4,Control,P10E1,2010,HECO,0,0
X1,Irrigation,E1,2010,HECO,NA,NA
X2,Drought,E1,2010,HECO,NA,NA
X5,Drought,E1,2010,HECO,NA,NA
X6,Irrigation,E1,2010,HECO,NA,NA
X7,Irrigation,E1,2010,HECO,NA,NA
X8,Drought,E1,2010,HECO,NA,NA
X11,Drought,E1,2010,HECO,NA,NA
X12,Irrigation,E1,2010,HECO,NA,NA
X13,Drought,E1,2010,HECO,NA,NA
X14,Irrigation,E1,2010,HECO,NA,NA
X15,Drought,E1,2010,HECO,NA,NA
X16,Irrigation,E1,2010,HECO,NA,NA
X17,Drought,E1,2010,HECO,NA,NA
X18,Irrigation,E1,2010,HECO,NA,NA
X19,Irrigation,E1,2010,HECO,NA,NA
X20,Drought,E1,2010,HECO,NA,NA
E1 Q1,Control,E1,2011,HECO,0.027085283559332003,2.7085283559332
E1 Q2,Control,E1,2011,HECO,0,0
E1 Q3,Control,E1,2011,HECO,0,0
E1 Q4,Control,E1,2011,HECO,0.0018956988623720001,0.1895698862372
E1 Q5,Control,E1,2011,HECO,0,0
E1 Q6,Control,E1,2011,HECO,0,0
P1 E1 Q1,Control,P1E1,2011,HECO,NA,NA
